id	причина	начало
25636	не по делу (счёт 0)	Да, построить надо
25642	не по делу (счёт 0)	Помоги баллы залутать
25643	не по делу (счёт 0)	.
25654	не по делу (счёт 2)	Скиньте кто нибудь картинку какого нибудь древесного автомат
25655	не по делу (счёт 0)	Как их рисовать
25656	не по делу (счёт 2)	Ну типо это вроде как обычный автомат только строится он на 
25657	не по делу (счёт 0)	Есть картинки?
25658	не по делу (счёт 0)	Просто это не особо понятно
25659	не по делу (счёт 0)	Нет, но я построил 0
25660	не по делу (счёт 0)	:(
25661	не по делу (счёт 0)	Ща
25665	не по делу (счёт 2)	Такое мы видели. А так можно ей сдавать? Я думал надо нарисо
25666	не по делу (счёт 0)	Ну я +- так и расписал
25667	не по делу (счёт 0)	Но она мб видела что я дипсик использовал
25668	не по делу (счёт 0)	Понял, спасибо
26043	не по делу (счёт 0)	Первая группа, можете задачи с сема тфя сфоткать пожалуйста?
26044	не по делу (счёт 0)	Скините?
26045	не по делу (счёт 0)	Напишите кому то в личку, я лично не на паре
26046	не по делу (счёт 0)	Хотя уже же лекция
26054	не по делу (счёт 0)	А скиньте репо этот
26055	не по делу (счёт 0)	https://github.com/HumsterProgrammer/iu9-tfl-practice
26056	не по делу (счёт 0)	надеюсь этот хомяк не окажется скамом
26058	не по делу (счёт 2)	В качестве примерного варика для РК можно брать РК прошлого 
26059	не по делу (счёт 0)	В этом и в фото которое я скинул можно как раз разбор прошлы
26060	не по делу (счёт 2)	Поправьте если что-то забыл или есть инфа как будет РК от пр
26061	не по делу (счёт 2)	Выдали вторую Лабу. Дедлайн через две недели
26062	не по делу (счёт 0)	
26063	не по делу (счёт 0)	Т.е. дедлайн до 16го вечера
26064	не по делу (счёт 0)	Если до 7 ноября АН не дадут доступ до ЭУ, то она скинет таб
26065	не по делу (счёт 2)	"Для допуска до экза нужно:
Сдать две Лабы
Набрать 40 баллов "
26066	не по делу (счёт 0)	То есть чтобы экз сдать на 18 надо все равно 42 набирать?
26067	не по делу (счёт 2)	Какая разбалловка по лабам?
26068	не по делу (счёт 2)	Базово вроде 8 баллов за Лабу
26071	не по делу (счёт 0)	То что древесных больше - не особо кайф
26072	не по делу (счёт 0)	Ребят, а мы пишем на лекции?
26076	не по делу (счёт 2)	Рк же 8 ноября? Переносов не блыо?
26077	не по делу (счёт 2)	Суббота 14:05 же рк у нас?
26078	не по делу (счёт 0)	Да
26079	не по делу (счёт 0)	Ребят накидайте звезд на эту репу плиз. Приятно сделать рабо
26080	не по делу (счёт 0)	
26138	не по делу (счёт 0)	а почему она именно 8 вариант упомянула?
26139	не по делу (счёт 0)	а вроде только он там разобран подробно
26208	не по делу (счёт 0)	ребят а есть ктото кто все семинары по тфя нормально писал /
26209	не по делу (счёт 0)	можете скинуть?
26221	не по делу (счёт 2)	а кто то на лекции фоткал что она писала про задания в рк? Н
26223	не по делу (счёт 0)	Вроде так
26224	не по делу (счёт 0)	спасибо
26227	не по делу (счёт 2)	а тонита не говорила, на рк можно пользоваться всем или с эт
26228	не по делу (счёт 0)	Да, всем
26229	не по делу (счёт 2)	Решал кто то вар 10 с хомяка: Язык слов в алфавите a,b в кот
26230	не по делу (счёт 2)	Таких же слов нет, ну там как будто только abab языку принад
26233	не по делу (счёт 0)	Оу щит
26234	не по делу (счёт 0)	Первая группа, вы же раньше нас пишете?
26235	не по делу (счёт 0)	Мы вроде все на лекции пишем
26236	не по делу (счёт 0)	Но там по пол лекции
26237	не по делу (счёт 0)	А скок надо решить чтобы сдать?
26238	не по делу (счёт 0)	7/15
26239	не по делу (счёт 0)	Ну решаешь одну и че то еще пишешь например
26240	не по делу (счёт 0)	Типо они пишут сем + пол лекции, а мы пол лекции + сем?
26241	не по делу (счёт 0)	Всмысле? Всего 45 Минут?
26242	не по делу (счёт 0)	Похоже)
26243	не по делу (счёт 0)	Да не, это бред
26244	не по делу (счёт 2)	Ну она так говорила на одно из лекций, когда тема рк поднима
26245	не по делу (счёт 0)	Хз
26246	не по делу (счёт 2)	Ребят а есть какие то в итоге общие постулаты по задачам? По
26247	не по делу (счёт 0)	Просто как будто не ясно вообще чего ожидать, есть какие то 
26248	не по делу (счёт 0)	Ну, мне кажется что это будет просто лотерея рандомных задач
26249	не по делу (счёт 0)	Все хуйня
26250	не по делу (счёт 0)	Ура заебись
26251	не по делу (счёт 0)	Вроде нет
26254	не по делу (счёт 0)	Пофоткайте варианты пж
26255	не по делу (счёт 0)	Если что, то на пересдаче она эти варианты исправлять будет 
26256	не по делу (счёт 0)	Ну для подготовки следующих годов)
26257	не по делу (счёт 0)	Да понятно, но мы то после вас пишем
26258	не по делу (счёт 0)	Тогда решайте вместе с нами)
26259	не по делу (счёт 0)	А кста, кто варики собирать будет? Кому скидывать?
26260	не по делу (счёт 0)	Сюда скидывайте наверное, потом соберем
26261	не по делу (счёт 0)	Ну что, как оно?
26262	не по делу (счёт 0)	Тим, мы на лекции пишем)
26263	не по делу (счёт 0)	А она в 14:05)
26264	не по делу (счёт 0)	Так блять, ты сказал мы пишем пол лекции и семинар
26265	не по делу (счёт 0)	Че, про семинар, я вообще ничего не говорил
26266	не по делу (счёт 0)	Ну кто то говорил
26267	не по делу (счёт 0)	От всех разная инфа
26268	не по делу (счёт 2)	группа 51 уже приступает к рк
26269	не по делу (счёт 0)	а группа 52 не приступает, нам потом скажут как распределятс
26270	не по делу (счёт 0)	Окак
26271	не по делу (счёт 0)	Окак
26272	не по делу (счёт 0)	А скиньте сюда варики
26273	не по делу (счёт 0)	Ссылку на них
26274	не по делу (счёт 0)	
26275	не по делу (счёт 0)	Внутри группы у всех разные варики?
26276	не по делу (счёт 0)	Как у первой группы варики распределились
26278	не по делу (счёт 0)	3 варик у кого?
26279	не по делу (счёт 0)	по этому списку делаем
26280	не по делу (счёт 0)	Гааайз
26281	не по делу (счёт 0)	у тимы
26284	не по делу (счёт 0)	Что такое таблица опровержения?
26285	не по делу (счёт 0)	Где по ней теорию посмотреть?
26288	не по делу (счёт 0)	Пара началась
26311	не по делу (счёт 0)	А есть инфа
26312	не по делу (счёт 0)	Когда примерно резы будут
26313	не по делу (счёт 0)	На след паре?
26314	не по делу (счёт 0)	Хз
26315	не по делу (счёт 0)	в пятницу будет проверять
26316	не по делу (счёт 0)	Ну она быстро проверяет. Самый гемор для неё будет проставит
26319	не по делу (счёт 2)	Реально, таблицу с баллами по лабе 1 уже недели 4 прошу
26326	не по делу (счёт 2)	Как успехи по 2 лабе кстати? Сложно или норм?
26355	не по делу (счёт 0)	у меня она даже её не проверила ещё...
26370	не по делу (счёт 2)	кто нибудь сделал пка в лабе?
26515	не по делу (счёт 2)	А нка мы строим с epsilon переходами или без?
26516	не по делу (счёт 0)	Их можно делать, но по идее не обязательно
26530	не по делу (счёт 0)	у кого то есть определние ПКА?
26531	не по делу (счёт 0)	записи или мб источник какой то где объясняют что это
26532	не по делу (счёт 0)	@VDEN_5 тебе вроде давали что то
26554	не по делу (счёт 2)	Ребят, а можете какой-то норм матеирал по ДКА, НКА посоветов
26555	не по делу (счёт 0)	Да
26556	не по делу (счёт 0)	
26557	не по делу (счёт 0)	это пка?
26558	не по делу (счёт 0)	да
26560	не по делу (счёт 2)	"с нка ты вроде просто нижнюю границу можешь найти
что кол во"
26562	не по делу (счёт 0)	Вовремя кнш
26563	не по делу (счёт 0)	Отмена в итоге или как?
26564	не по делу (счёт 0)	Наконец то преподы поняли что можно прогуливать пары
26565	не по делу (счёт 0)	ну уже 12:13. можно валить или ещё ждём? ну там до 12:30?
26566	не по делу (счёт 2)	Найдите ее, спросите про РК)
26567	не по делу (счёт 0)	и про дедлайн
26568	не по делу (счёт 0)	+
26570	не по делу (счёт 0)	Вот мне это она давала если что
26571	не по делу (счёт 2)	Снизу слово, которое гуглить надо. Там показано, как слово р
26573	не по делу (счёт 0)	https://cyberzhg.github.io/toolbox/nfa2dfa?regex=KChhfGIpKmF
26574	не по делу (счёт 0)	https://chipollino.flygrounder.ru/
26575	не по делу (счёт 0)	"Ты пробовал его?
Большие выдает, есть сомнения"
26576	не по делу (счёт 0)	а не
26577	не по делу (счёт 0)	я неправильно ввел
26578	не по делу (счёт 2)	Так это дка
26579	не по делу (счёт 2)	А не мин дка
26580	не по делу (счёт 0)	Но там есть и это
26581	не по делу (счёт 2)	Да я неправильно регулярку ввел
26583	не по делу (счёт 2)	"Glushkov { regex } !! — для Глушкова
Thompson { regex } !! —"
26585	не по делу (счёт 0)	Это комбинация функций
26587	не по делу (счёт 2)	Вроде, если неправильно ввёл регулярку, то он будет писать п
26588	не по делу (счёт 0)	У тебя не был no content?
26589	не по делу (счёт 0)	Нет
26591	не по делу (счёт 0)	А зачем нам глушком и томпсон?
26592	не по делу (счёт 2)	НКА строить
26593	не по делу (счёт 0)	"Мы же должны сделать
Глушком -> ответ подставить в минимайз"
26594	не по делу (счёт 0)	Правильно?
26595	не по делу (счёт 0)	а ты не находил, как код графа получить оттуда
26596	не по делу (счёт 0)	Нет
26600	не по делу (счёт 0)	Типо того, Minimize.Glushkov {regex} !!
26601	не по делу (счёт 0)	Я не улавливаю кажестя, можешь скрин скинуть как ты закинул
26604	не по делу (счёт 0)	А в function что-то ставишь?
26605	не по делу (счёт 0)	Думаю, Function —  это просто описание функций
26607	не по делу (счёт 2)	У меня у сайтов различается количество состояний у мин ДКА
26608	не по делу (счёт 2)	может ты с нка перепутал, поэтому отличается?
26609	не по делу (счёт 0)	Нет, они очень похожие, но колчиество состояний отличается
26611	не по делу (счёт 0)	А не
26612	не по делу (счёт 0)	ВСе гуд
26614	не по делу (счёт 0)	кажется одинаковое количество
26615	не по делу (счёт 0)	Мем в том, что тут не сказано как пка строить
26616	не по делу (счёт 0)	Чисто как оно работает
26617	не по делу (счёт 0)	это правда
26618	не по делу (счёт 0)	"(?=[abc]*$)

такую штуку можно юзать?"
26619	не по делу (счёт 2)	для расширенной регулярки
26620	не по делу (счёт 0)	Сайты совпадают в ответах
26621	не по делу (счёт 0)	Так что ништяк
26622	не по делу (счёт 2)	"@DonSemyonio @xd_dimitriy а вы добалвляи состояние ловушку?
"
26623	не по делу (счёт 0)	Ну, я не добавлял, потому что это выглядело некрасиво
26624	не по делу (счёт 0)	"У меня её нет
На том сайте она не пишется как trap, она номе"
26625	не по делу (счёт 0)	"Ты уверен, что оно там есть? 
Это состояние переходит само в"
26626	не по делу (счёт 2)	Сделай по своей регулярке путь, который ведёт в trap и пройд
26627	не по делу (счёт 0)	Там нет сейчас путей, окторый в trap ведут, он просто застре
26628	не по делу (счёт 0)	?
26629	не по делу (счёт 0)	ты про в целом?
26630	не по делу (счёт 0)	или про сайты эти
26631	не по делу (счёт 0)	в целом можно
26632	не по делу (счёт 0)	в целом
26633	не по делу (счёт 0)	можно да. Она же сама её дала в примере
26634	не по делу (счёт 2)	а нам же нужно обязательно нка и пка строить такогоже размер
26635	не по делу (счёт 0)	на этом сайте у меня 80 состояний
26636	не по делу (счёт 2)	Ну потому что ты НКА смотришь
26637	не по делу (счёт 0)	а надо ссылку на min DFA открыть
26638	не по делу (счёт 0)	один хуй это пиздец, 80 состояний
26640	не по делу (счёт 2)	Хоть тыщу это НКА ты смотришь
26641	не по делу (счёт 2)	тебе нужно мин ДКА смотреть
26643	не по делу (счёт 0)	Никак
26644	не по делу (счёт 0)	окей
26645	не по делу (счёт 2)	Ну хочешь можешь их нка себе забртаь
26646	не по делу (счёт 0)	Он точно вернный
26647	не по делу (счёт 2)	По нему ДКА построили
26651	не по делу (счёт 0)	Ух ебать она упомянула Скорба
26652	не по делу (счёт 0)	А в чем прикол?
26653	не по делу (счёт 0)	один из старых преподов и основатель иу9
26654	не по делу (счёт 0)	Знаем
26655	не по делу (счёт 0)	давно его не упоминали, вот ностальгия нахлынула
26656	не по делу (счёт 0)	А ты его застал?
26657	не по делу (счёт 0)	было дело
26658	не по делу (счёт 0)	О
26659	не по делу (счёт 0)	Чё можешь про него рассказать
26660	не по делу (счёт 0)	А то только пересказы легенд слышал
26661	не по делу (счёт 0)	Говорят всю кафедру выстроил
26662	не по делу (счёт 0)	И все предметы вел
26663	не по делу (счёт 0)	ну к моему времени уже не все
26664	не по делу (счёт 0)	но много важных предметов все же вёл
26665	не по делу (счёт 0)	он вел алгоритмы, дискру, основы, сети (хотя это уже не заст
26666	не по делу (счёт 0)	ну сам скорб был чётким преподом
26667	не по делу (счёт 0)	ему прям нравилось преподавать и вёл он предмет по делу
26668	не по делу (счёт 0)	самый гемор был с его серваком по алгосам, дискре и основам
26669	не по делу (счёт 0)	частенько падал и мы ждали когда он проверит
26670	не по делу (счёт 0)	какие же мы лютые обходы придумывали его антиплагиату
26671	не по делу (счёт 0)	и это ещё во времена когда не было нейронок
26672	не по делу (счёт 0)	а он все равно временами нас палил и угарал с нас
26673	не по делу (счёт 0)	👀
26674	не по делу (счёт 0)	я хз что с ним сделали последующие поколения студентов
26675	не по делу (счёт 0)	но вот в сво1 первый год он был прям классным
26676	не по делу (счёт 2)	спокойный и с веселым юморком, не таким агрессивным и саркас
26677	не по делу (счёт 0)	Даже не угрожал вывезти в лес?
26678	не по делу (счёт 0)	неа
26679	не по делу (счёт 0)	Он жёсткий был?
26680	не по делу (счёт 0)	А щас детей больше стало
26681	не по делу (счёт 0)	скорее строгим, а не жестоким
26682	не по делу (счёт 0)	как вишня, но поэнергичнее
26683	не по делу (счёт 0)	Это правда что его из-за отказа носить маску или прививаться
26684	не по делу (счёт 0)	не знаю, впервые о таком слышу. звучит как бред. я слышал он
26686	не по делу (счёт 0)	А что тогда Антонина Николаевна имела под скороьогатов стайл
26687	не по делу (счёт 0)	А сервер фигня что ли был? Чё он так падал часто
26688	не по делу (счёт 0)	не то чтобы фигня. работал он на совесть, просто мы любопытн
26689	не по делу (счёт 0)	честно, без понятия. я лишь знаю, что скорб сам ушел
26690	не по делу (счёт 0)	хотя уйти от того что сам создал... скорее всего там серьезн
26691	не по делу (счёт 0)	А он не был зав кафедрой?
26692	не по делу (счёт 0)	Так дофига всего вел
26693	не по делу (счёт 0)	По сути вся кафедра его была вроде
26695	не по делу (счёт 0)	это да
26696	не по делу (счёт 0)	он был считай лицом кафедры
26697	не по делу (счёт 0)	либо он, либо его друг Дубанов
26698	не по делу (счёт 0)	А это что за чел
26699	не по делу (счёт 0)	Впервые слышц
26700	не по делу (счёт 0)	Тоже мног что вел?
26701	не по делу (счёт 0)	не очень. я его застал только на предмете в первом семе, кот
26702	не по делу (счёт 0)	спокойный такой мужик
26703	не по делу (счёт 0)	очень тихо говорит, причем специально, чтобы в аудитории был
26705	не по делу (счёт 0)	Неа
26706	не по делу (счёт 0)	Чё рил что ли?
26707	не по делу (счёт 0)	ага)
26708	не по делу (счёт 0)	я даже посмотрел этот выпуск) сколько смог осилил)
26709	не по делу (счёт 0)	А у тебя есть ссылка?
26710	не по делу (счёт 0)	в старой беседе потока должна быть. надо поискать
26711	не по делу (счёт 0)	а вам оно надо?
26712	не по делу (счёт 0)	вы же его не застали
26713	не по делу (счёт 0)	Ну хоть глянуть кто это
26714	не по делу (счёт 0)	Я историй дофига про него слушыл
26715	не по делу (счёт 0)	Если тебе не сложно, было бы славно
26716	не по делу (счёт 0)	Глянуть на легенду
26717	не по делу (счёт 0)	ну самая легенда это голубь
26718	не по делу (счёт 0)	вот истории с ним это самый разъеб
26719	не по делу (счёт 0)	то как люди чудом сдавали ему или как он их валил
26720	не по делу (счёт 0)	прямо золотце
26724	не по делу (счёт 0)	кстати эта гифка из фильма с Данилой Козловским
26725	не по делу (счёт 0)	он там засветился на несколько секунд
26726	не по делу (счёт 0)	и вот кто-то смонтировал что он на доске что-то чертит
26727	не по делу (счёт 0)	Это алгеьр который вел
26728	не по делу (счёт 0)	Кстати слышла раньше иу9 гробом ещё жестчк был
26730	не по делу (счёт 0)	Типа на кафедре считали, что никто без долгов не должен закр
26731	не по делу (счёт 0)	И все с долгами были на каыедре
26732	не по делу (счёт 0)	Это мне замдек наш говрил
26733	не по делу (счёт 0)	"""сейча у вас цветочки, а вот раньше на иу9 были ягодки"""
26734	не по делу (счёт 0)	это да
26735	не по делу (счёт 2)	сейчас и преподы лайтовее и нейронка помогает
26736	не по делу (счёт 2)	а раньше ещё и классный яндекс диск был, который вы проебали
26737	не по делу (счёт 0)	сейчас из прошлого поколения по жести сдачи предмета лишь то
26738	не по делу (счёт 0)	Не проебали)
26739	не по делу (счёт 0)	и то в этом году она даже лайтовее стала, по сравнению с про
26743	не по делу (счёт 0)	ооо, первый канал сохранил!
26744	не по делу (счёт 0)	https://www.1tv.ru/shows/davay-pozhenimsya/vypuski-i-luchshi
26746	не по делу (счёт 0)	приятного просмотра
26747	не по делу (счёт 0)	Нишятк
26748	не по делу (счёт 0)	А чё они такие вредные были
26749	не по делу (счёт 0)	"ну он там просто сидит и грустит с лицом: ""что я тут забыл?"""
26750	не по делу (счёт 0)	А это не думбанов?
26752	не по делу (счёт 0)	нет, это скорб и какой-то мужик
26755	не по делу (счёт 0)	по-моему все таки Дубанов был заведующий кафедрой в моё врем
26756	не по делу (счёт 0)	А кто-то из нынешних преподов тогда преподавал?
26757	не по делу (счёт 0)	Кстати тфя всегда Тонита вела?
26758	не по делу (счёт 0)	нет, она начала преподавать после ковида
26759	не по делу (счёт 0)	когда магазов сдох
26760	не по делу (счёт 0)	О коновалов
26761	не по делу (счёт 0)	Он кстати откуда на кафедре
26762	не по делу (счёт 0)	ему все тогда смерти желали
26763	не по делу (счёт 2)	Это самая большая загадка для меня
26764	не по делу (счёт 0)	Или он выходец иу9?
26765	не по делу (счёт 0)	Это кто такой
26766	не по делу (счёт 0)	хз, тогда ещё был преподом
26767	не по делу (счёт 0)	прошлый препод по тфя
26768	не по делу (счёт 0)	он как голубь отправлял в академ
26769	не по делу (счёт 0)	я его не застал
26770	не по делу (счёт 0)	Ещё жёстче чём Тонита?
26771	не по делу (счёт 0)	он так ебланил
26772	не по делу (счёт 0)	он прост одолбаебом был который сам не шарил в своем предмет
26773	не по делу (счёт 2)	сдать ему лабу это был рандом
26774	не по делу (счёт 2)	человек мог не сдать лабу, а потом вообще без изменений пойт
26775	не по делу (счёт 0)	Афигеть на самом деле
26776	не по делу (счёт 0)	Люди меняются а предметы нет
26777	не по делу (счёт 0)	он там у кого-то по блату сидел
26778	не по делу (счёт 0)	в итоге его терпели и смерти желали
26779	не по делу (счёт 0)	Как будто десять раз программу уже должны были поменять
26780	не по делу (счёт 0)	ну так тонита как раз и изменила предмет
26781	не по делу (счёт 0)	материал обновляется
26782	не по делу (счёт 0)	Ну это частности
26783	не по делу (счёт 0)	Я в целом про кафедру
26784	не по делу (счёт 0)	Тот же лисп и Си
26785	не по делу (счёт 0)	я как понял у вас вообще почти все задачи по алгосам, по осн
26786	не по делу (счёт 0)	не то что у меня было
26787	не по делу (счёт 0)	так что он следят за материалом
26788	не по делу (счёт 0)	Idk
26789	не по делу (счёт 0)	Мб гибкости сверху не хватает
26790	не по делу (счёт 0)	Не задачи менять а в целом предмет поменять
26791	не по делу (счёт 0)	Ну какой лисп
26792	не по делу (счёт 0)	Какой си
26793	не по делу (счёт 0)	Не, си норм
26794	не по делу (счёт 0)	А вот Лисп могли бы и убрать
26795	не по делу (счёт 0)	Как будто в какую-то древнюю книгу глянули
26796	не по делу (счёт 2)	честно, си как стартовый язык по алгосам самый заебатый
26797	не по делу (счёт 0)	И ток у нас и в MIT Лисп преподавали
26798	не по делу (счёт 0)	Си хуйея
26799	не по делу (счёт 0)	Нет
26800	не по делу (счёт 0)	Си хуйня
26801	не по делу (счёт 2)	а дальше уже пошли основы и дискра, там уже и языки ооп можн
26802	не по делу (счёт 0)	Все кроме го хуйня?
26803	не по делу (счёт 0)	После него все ложится как по маслу
26804	не по делу (счёт 0)	Нет
26805	не по делу (счёт 0)	Но си хуйня
26806	не по делу (счёт 2)	После любого языка все как по маслу
26807	не по делу (счёт 0)	Неа
26808	не по делу (счёт 0)	После питона нет
26809	не по делу (счёт 2)	Потому что все языки си подобные +- одинаковып
26810	не по делу (счёт 0)	Хотя бы побсы
26811	не по делу (счёт 0)	Какой си
26812	не по делу (счёт 0)	После джавы нет
26813	не по делу (счёт 0)	Нигде си для алгосов не использубт
26814	не по делу (счёт 0)	Все плюсы юзают
26815	не по делу (счёт 0)	Или питон
26816	не по делу (счёт 0)	В МГУ ещё вроде
26817	не по делу (счёт 0)	Но тоже как артефакт прошлого
26818	не по делу (счёт 0)	да, чё-то мы тут заболтались и во флуд перешли
26819	не по делу (счёт 0)	Ты когда сам почти напрямую со всем рабаешь, у тебя вся маги
26820	не по делу (счёт 0)	было приятно окунуться в прошлое
26821	не по делу (счёт 0)	Было приятно узнать чё как там было
26822	не по делу (счёт 0)	А потом уже да, с++ со своими  stl создан для алгосов
26823	не по делу (счёт 0)	Си хуйня
26825	не по делу (счёт 0)	еще и нейронки прикинь не было
26876	не по делу (счёт 0)	та хуй знает
26878	не по делу (счёт 2)	как будто в такой расширенной регулярке можно сделать, напри
26932	не по делу (счёт 0)	кто-нибудь спрашивал у неё или чекал гит, она решила проблем
26933	не по делу (счёт 0)	надеюсь нет
26934	не по делу (счёт 2)	а она лабу кому то проверила?
26935	не по делу (счёт 0)	активность в гитхабе чекните
26939	не по делу (счёт 0)	Это значит да или нет?
26940	не по делу (счёт 0)	Я не шарю за твои задротские темки
26941	не по делу (счёт 0)	Это значит «иди нахуй» кажется
26980	не по делу (счёт 0)	у нас в итоге завтра будут пары?
26981	не по делу (счёт 0)	0 инфы
26982	не по делу (счёт 0)	это в итоге её актуальная почта?
26983	не по делу (счёт 2)	ребят, какая у неё почта в итоге актуальная куда лабы кидать
26984	не по делу (счёт 0)	да, она эту читает
26985	не по делу (счёт 0)	спасибо!
26986	не по делу (счёт 0)	Можно в гитхаюе ее тегать на свой МР
26987	не по делу (счёт 0)	да, я в прошлом году так делал, но через почту надежнее как 
26989	не по делу (счёт 0)	Чё там ситуация по тфя? Её впустили? У первой группы сейчас 
26990	не по делу (счёт 0)	она в бауманке
26991	не по делу (счёт 2)	Спросите когда резы рк
26992	не по делу (счёт 0)	🤬
26993	не по делу (счёт 2)	она сказала что поток хорошо сдал рк
26994	не по делу (счёт 2)	но это же не значит что все хорошо сдали рк 💀
26995	не по делу (счёт 0)	Мудро
26996	не по делу (счёт 0)	То есть работы она покажет?
26997	не по делу (счёт 0)	Ну обычно показывает
26998	не по делу (счёт 2)	Рк проверила
26999	не по делу (счёт 0)	Да
27000	не по делу (счёт 0)	Вам щас показывает или на лекции всем раздаст?
27001	не по делу (счёт 0)	Показывает
27002	не по делу (счёт 0)	Спасибо
27003	не по делу (счёт 0)	Много у вас несдавших?
27004	не по делу (счёт 0)	Неа
27005	не по делу (счёт 2)	про рк2 не говорила?
27022	не по делу (счёт 0)	Неа
27040	не по делу (счёт 2)	Ребят, кто-то трое из группы ИУ9-52Б написал не свой варик п
27041	не по делу (счёт 0)	Проверьте, какой варик вы брали
27042	не по делу (счёт 0)	Есть три списка
27045	не по делу (счёт 0)	Я не тот написала, брала из этого списка 19 вариант
27047	не по делу (счёт 0)	Мы договорились на этот список
27048	не по делу (счёт 0)	Ты к ней подходила на этот счёт?
27049	не по делу (счёт 0)	Да
27050	не по делу (счёт 0)	Сказала сама мне варик выберет на след раз
27051	не по делу (счёт 0)	Без сдвига? просто если так то я правильный взяла, я чот зап
27119	не по делу (счёт 0)	Во сколько и где сегодня будет тфя?
27120	не по делу (счёт 0)	сегодня?
27121	не по делу (счёт 0)	382 в 16:00
27122	не по делу (счёт 2)	ребята из 52, кто-нибудь для приличия придите на пары по фун
27123	не по делу (счёт 0)	Да
27124	не по делу (счёт 0)	мы на сборах военных
27126	не по делу (счёт 2)	Лишь бы отговорку найти
27127	не по делу (счёт 0)	отставить
27128	не по делу (счёт 0)	У 52 группы не принято таким заниматься
27129	не по делу (счёт 0)	2 наряда вне очереди
27130	не по делу (счёт 0)	будут завтра пары по тфя?
27131	не по делу (счёт 0)	а есть причина, чтобы не были?
27132	не по делу (счёт 0)	ее опять не пустят
27147	не по делу (счёт 2)	⬆️ условие лабы
27148	не по делу (счёт 0)	текстовое будет?
27181	не по делу (счёт 0)	Будут завтра пары же?
27182	не по делу (счёт 0)	А никто не спросил у неё сегодня?
27183	не по делу (счёт 2)	если прямо говорить, она до сих пор не устроилась в бауманку
27195	не по делу (счёт 2)	20 декабря второе рк
27196	не по делу (счёт 0)	войти в эу проставить баллы она все еще не может
27197	не по делу (счёт 2)	Кому-то вторую Лабу проверили уже?
27198	не по делу (счёт 0)	из 1 группы вроде кому то
27200	не по делу (счёт 2)	Лабу 3 выдадут до след занятия
27201	не по делу (счёт 0)	Биг фарма будет 27го декабря с 10 до 13 ориентировочно
27202	не по делу (счёт 2)	Экзамен будет либо 19 и 20, либо 20 и 21 января
27379	не по делу (счёт 2)	когда Нейпевода в последний раз гит чекала по лабам? и она ч
27380	не по делу (счёт 0)	Она когда проверя пишет что все ок или что то то не так
27381	не по делу (счёт 0)	ок, спасибо!
27382	не по делу (счёт 2)	А так у меня уже больше месяца не проверяет 2 лабу
27383	не по делу (счёт 0)	Хотя первую вроде у всех чекнула
27384	не по делу (счёт 0)	она за ноябрь 8 работ всего проверила
27385	не по делу (счёт 0)	а в декабре еще ни одной
27386	не по делу (счёт 0)	https://github.com/TonitaN/FormalLanguageTheory/blob/main/la
27432	не по делу (счёт 2)	Дедлайн 21го по 3тьей лабе
27433	не по делу (счёт 0)	До ЭУ ей доступ не дали
27434	не по делу (счёт 0)	"Тюююю
А когда 4 и 5 будут тогда?"
27435	не по делу (счёт 0)	Так пятой не будет
27436	не по делу (счёт 0)	А ну, 4
27437	не по делу (счёт 0)	Типо до нг?
27438	не по делу (счёт 2)	Накидаем ей подарков на гитхаб
27447	не по делу (счёт 0)	Она же все равно не смотрит(
27449	не по делу (счёт 0)	А никто не знает, у кого 12 варик по ТФЯ из первой группы?
27450	не по делу (счёт 0)	Ну если варик равен номеру в списке, то вот
27451	не по делу (счёт 0)	Камаев как будто умен в ТФЯ, но его особо в чатах нет
27496	не по делу (счёт 0)	а где само задание?
27497	не по делу (счёт 0)	🤫
27735	не по делу (счёт 2)	она лабы всё ещё не проверила? у меня почти 3 недели ничего 
27737	не по делу (счёт 0)	бро, она не проверяла ничего с ноября
27738	не по делу (счёт 2)	в ноябре проверила 8 работ, и то это была 1 лаба
27739	не по делу (счёт 0)	эх, а начиналось всё так хорошо
27740	не по делу (счёт 0)	похоже как в прошлом году будет
27741	не по делу (счёт 0)	а как
27743	не по делу (счёт 0)	вот так. проверяет крайне редко
27750	не по делу (счёт 2)	Дедлайн 3 и 4 Лабы - экз
27751	не по делу (счёт 2)	4 Лабу выдадут на след неделе вроде
27752	не по делу (счёт 0)	"может скажем, что если среди тех случайных оценок нету ""неуд"
27753	не по делу (счёт 2)	"Если сдать до 13 января, вас точно допустят до экза. Е
сли с"
27754	не по делу (счёт 2)	Задание к 3тьей Лабе она пообещала скинуть
27755	не по делу (счёт 2)	а разве если баллы позволяют не хватит ли первых двух лаб и 
27756	не по делу (счёт 0)	просто ты пишешь, что обязательно что-то из 3 или 4 надо дел
27757	не по делу (счёт 2)	Она не будет проверять Лабы, пока бауманка ее нормально не у
27758	не по делу (счёт 0)	Если ее нормально не устроят до экза - экз может быть весёлы
27759	не по делу (счёт 0)	Окак
27760	не по делу (счёт 0)	Я не пишу, что они обязательны
27761	не по делу (счёт 0)	Я пишу дедлайн по ним конда
27762	не по делу (счёт 0)	Если без неудов, то надо такое
27763	не по делу (счёт 0)	ошибочка вышла. как будто пишешь*
27764	не по делу (счёт 0)	Мы сегодня до 6 сидим? Или она забыла про время?
27765	не по делу (счёт 0)	Она задачу решает
27766	не по делу (счёт 0)	Кайфует
27767	не по делу (счёт 0)	В потоке
